,fn,comb,instruction,explain,label,,,,,,,,,,,,,
57,comb5_group2.txt,"image_processing/compress_image
image_processing/resize_image
image_processing/convert_format
image_remove_bg/remove_bg","""For a mobile app, I need to batch process images in 'app_assets/icons'. First, I want to convert each image from PNG to SVG for scalability purposes, then remove the backgrounds, and finally resize the images to 100x100 pixels for icons.""","Combination of APIs:
1. Call the convert image format API to change every image from PNG to SVG format.
2. Employ the remove background API for eliminating the backgrounds of these SVG images.
3. Use the change image size API to adjust each image's dimensions to 100x100 pixels for uniformity as icons.",0,,,,,,,,,,,,,
58,comb5_group2.txt,"image_processing/compress_image
image_processing/resize_image
image_processing/convert_format
image_remove_bg/remove_bg","""In our 'marketing/banners' folder, we have banner images that are too heavy for the web. Compress them to reduce file size by 50%, convert them to web-optimized JPEG format, and ensure each image is 1920px wide while maintaining the aspect ratio.""","Combination of APIs:
1. Use the compress image size API to reduce file size by roughly 50%.
2. Utilize the convert image format API to switch the images to a web-optimized JPEG format.
3. Apply the change image size API to make the images 1920px in width, preserving their respective aspect ratios.",0,,,,,,,,,,,,,
59,comb5_group2.txt,"image_processing/compress_image
image_processing/resize_image
image_processing/convert_format
image_remove_bg/remove_bg","""The photos from 'events/conference' need editing before uploading to our gallery. We want to remove any distracting backgrounds, compress the file size for quicker web page load times, and standardize all images to a width of 1200px.""","Combination of APIs:
1. Apply the remove background API to each photo to clean up distractions.
2. Utilize the compress image size API to make the files lighter and faster to load.
3. Use the change image size API to set the width of each cleaned photo to 1200px, maintaining the aspect ratio.",1,,,,,,,,,,,,,
60,comb6_manual,"web_capture/take_image_screenshot
image_translation/image_translation",I found a good article at http://example.article.com/63457. Save it in image and translate it into Chinese.,,1,,,,,,,,,,,,,
61,comb6_manual,"web_capture/take_image_screenshot
image_translation/image_translation",Save this online menu at https://example-restaurant.com/menu and also give me a French version.,,1,,,,,,,,,,,,,
62,comb7_group1.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Create a collection of motivational posters with reduced file size for easier sharing.,"- Use `images_search` to find high-quality motivational posters.
- Use `compress_image` to reduce the file sizes of the posters for better shareability.",1,,,,,,,,,,,,,
63,comb7_group1.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Archive textual information from historical document images in a readable format.,"- Use `images_search` to find historical documents available as images.
- Use `extract_text_from_image_url` to transcribe text from those historical document images.",1,,,,,,,,,,,,,
64,comb7_group1.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Develop a visual database of famous landmarks for a mobile application that loads images quickly.,"- Use `images_search` to gather high-quality images of famous landmarks.
- Compress them with `compress_image` to optimize for quick loading on mobile devices.
- Use `resize_image` to adjust these images to the required resolution for the mobile application.",1,,,,,,,,,,,,,
65,comb7_group1.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Curate a collection of classic book covers suitable for thumbnails.,"- Use `images_search` to locate images of classic book covers.
- Utilize `resize_image` to transform these images into a thumbnail-friendly size.",1,,,,,,,,,,,,,
66,comb7_group1.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Prepare a series of reduced-size infographics for an email newsletter.,"- With `images_search`, gather infographics related to a specific topic.
- Use `compress_image` to minimize the file size of each infographic, making them email-friendly.
- Employ `resize_image` to alter the dimensions of the infographics if necessary to fit within the email template guidelines.",0,,,,,,,,,,,,,
67,comb7_group2.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Create a gallery of optimized web images showcasing popular tourist attractions in Europe.,"- Use **images_search** to find high-quality photos of popular European tourist destinations such as the Eiffel Tower, Colosseum, and Buckingham Palace.
- Resize the images using **resize_image** to fit standard web gallery dimensions.
- Compress the resized images using **compress_image** to ensure faster loading times on the web.",0,,,,,,,,,,,,,
68,comb7_group2.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Prepare a series of images with inspirational quotes for a motivational blog.,"- Look for high-resolution images with plain backgrounds using **images_search** that relate to concepts such as success, determination, and perseverance.
- Extract potential quotes found in any images using **extract_text_from_image_url**, and select the most inspiring ones.
- Overlay the selected quotes onto the images by first resizing them appropriately for blog post headers using **resize_image**.
- Compress the final images with quotes using **compress_image** to optimize them before uploading them to the blog.",1,,,,,,,,,,,,,
69,comb7_group2.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Update a restaurant's online menu with images of their dishes.,"- Use **images_search** to find appealing images of dishes similar to the restaurant's offerings.
- Use **resize_image** to modify the dimensions of each image so that they fit the layout of the online menu.
- Once resized, compress the images using **compress_image** to ensure that the menu page loads quickly for customers.",0,,,,,,,,,,,,,
70,comb7_group2.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Compile a digital catalog of artwork for an online auction.,"- Find high-resolution images of famous paintings and sculptures using **images_search**.
- Resize each image using **resize_image** to match the uniform size requirement for the auction catalog thumbnails.
- Compress the images using **compress_image**, balancing quality and file size, to quickly load on the auction platform without compromising the viewers' ability to appreciate the art.",1,,,,,,,,,,,,,
71,comb7_group2.txt,"bing_search_apis/images_search
image_processing/compress_image
ocr_extract_text/extract_text_from_image_url
image_processing/resize_image",Create a library of reduced-size educational infographics for students.,"- Use **images_search** to locate infographics on educational subjects such as math, science, and history.
- Resize the images using **resize_image** to fit the screen of common educational tablets and devices.
- Compress the resized infographics using **compress_image** to minimize storage usage on the devices without significantly degrading clarity.",0,,,,,,,,,,,,,
72,comb8_manual,"currency_exchange/exchange
airports/query_airports_by_name
skyscanner80/flights_search_roundtrip
tourist_attraction/search
skyscanner80/hotels_search",Plan a travel to Melbourne for me. I would be perfect if you can give me one-stop troutist information service.,,1,,,,,,,,,,,,,
73,comb8_manual,"currency_exchange/exchange
airports/query_airports_by_name
skyscanner80/flights_search_roundtrip
tourist_attraction/search
skyscanner80/hotels_search","Can you estimate the cost of travelling to London for a week? Considerat least the flight, accomodation, and must-go tourist spots in the budget.",,1,,,,,,,,,,,,,
74,comb8_manual,"currency_exchange/exchange
airports/query_airports_by_name
skyscanner80/flights_search_roundtrip
tourist_attraction/search
skyscanner80/hotels_search",Make a travel plan to Bali in July for me. I have ten days for a holiday. I am an Italian living in Venice btw.,,1,,,,,,,,,,,,,
75,comb8_manual,"currency_exchange/exchange
airports/query_airports_by_name
skyscanner80/flights_search_roundtrip
tourist_attraction/search
skyscanner80/hotels_search",I will make a flight transition in Singapore for 10 hours. Any places close to the airport I can go? ,,1,,,,,,,,,,,,,
76,comb9_group1.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I am creating a presentation on the impact of climate change on Arctic wildlife. Provide me with a variety of sources including news articles, relevant images, and informative videos that I can use for visual aids and reference materials.","Solution:
1. Use the `news_api/search` to find recent news articles focused on climate change effects on Arctic wildlife.
2. Utilize the `images_search` API to find and download images that depict Arctic animals and the changing landscapes due to climate change.
3. Apply the `video_search` API to identify educational videos that illustrate the impact of climate change on the Arctic ecosystem.",1,,,,,,,,,,,,,
77,comb9_group1.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","As a journalist, I need to gather background information and visual aids on the recent volcanic eruption in Indonesia for my upcoming article.","Solution:
1. Implement the `news_api/search` to locate the latest news coverage about the volcanic eruption in Indonesia.
2. Use the `images_search` API to find high-quality images of the eruption and its aftermath for use as visual content in the article.
3. Engage the `video_search` to find footage of the eruption and any related rescue or evacuation operations.",1,,,,,,,,,,,,,
78,comb9_group1.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I am preparing a report on the evolution of electric vehicles. Collect comprehensive data including historical milestones, technological advancements, and future trends related to electric vehicles.","Solution:
1. Leverage the `web_search` API to gather information on the history and evolution of electric vehicles.
2. Use the `news_api/search` to find recent articles and expert analyses predicting future trends in the electric vehicle industry.
3. Utilize the `video_search` to find documentaries and expert talks discussing technological advancements in electric vehicles.",1,,,,,,,,,,,,,
79,comb9_group1.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I am tasked with preparing a cultural awareness training for employees. Assemble resources on cultural etiquette, traditional customs, and communication styles in Japan.","Solution:
1. Utilize the `web_search` API to find articles, guides, and resources on Japanese culture, customs, and communication.
2. Engage the `images_search` API to find images that represent traditional Japanese customs and everyday cultural practices.
3. Apply the `video_search` API to identify instructional videos that help explain the nuances of Japanese cultural etiquette.",0,,,,,,,,,,,,,
80,comb9_group1.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",I'm writing an article on the advancements in artificial intelligence (AI) in the healthcare sector. I need up-to-date information and examples of AI applications in medical treatments and diagnostics.,"Solution:
1. Use the `web_search` API to obtain information on recent advancements in AI within healthcare.
2. Apply the `news_api/search` to find the latest news and reports about AI applications in medical diagnostics and treatments.
3. Use the `video_search` API to find interviews and presentations by experts discussing AI in healthcare and its impact on patient care.",0,,,,,,,,,,,,,
81,comb9_group2.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I'm planning a vacation to Paris. Give me some ideas for top tourist attractions, and show me some images and latest news related to them.","APIs combination: web_search (for searching top tourist attractions), images_search (for images of the attractions), news_api/search (for latest news about each attraction).",1,,,,,,,,,,,,,
82,comb9_group2.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I want to make a presentation about the effects of climate change on polar bears. Provide me with the latest scientific research, relevant images, and videos to include in my presentation.","APIs combination: web_search (for scientific research articles), images_search (for images of polar bears in the context of climate change), video_search (for videos showing effects of climate change on polar bears).",0,,,,,,,,,,,,,
83,comb9_group2.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I am doing a market analysis on electric vehicles. Can you find the most recent articles, statistics, and infographics regarding electric vehicle trends and market growth?","APIs combination: web_search (for statistics and market research), images_search (for infographics on electric vehicle trends), news_api/search (for recent news articles on the electric vehicle market).",0,,,,,,,,,,,,,
84,comb9_group2.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","I am a sports journalist looking to write a story on the rise of esports. Could you provide me with the latest esports tournament highlights, related news articles, and striking images of popular players and events?","APIs combination: video_search (for tournament highlights), news_api/search (for the latest news on esports), images_search (for images of players and events).",1,,,,,,,,,,,,,
85,comb9_group2.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search","As an educator, I want to update my curriculum on solar system exploration. Find me educational videos, recent discoveries in the field, and vivid images of the planets and space technology.","APIs combination: video_search (for educational videos on solar system exploration), web_search (for information on recent discoveries), images_search (for images of planets and space technology).",0,,,,,,,,,,,,,
86,comb9_group3.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",Create a monthly report providing a comparison between the current market trends of electric vehicles and hybrid cars.,"- Use the `web_search` API to gather data on the latest electric vehicle technologies and market trends.
- Use the `news_api/search` with keywords such as ""electric vehicles market trends"" and ""hybrid cars market analysis"" to find recent articles and analyses.
- Compile the information highlighting key points where electric vehicles excel and where hybrid cars may be falling behind or advancing.",0,,,,,,,,,,,,,
87,comb9_group3.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",Prepare a travel guide for top historic destinations in Europe including visual content.,"- Utilize the `web_search` API to find top-rated historic sites within Europe.
- Use the `images_search` API for each destination to source a collection of high-quality images.
- Execute a `video_search` for travel vlogs or documentaries related to each of these historic destinations to provide additional visual insights.
- Assemble this information into an engaging travel guide format.",1,,,,,,,,,,,,,
88,comb9_group3.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",Compile a weekly sports highlight reel featuring top football moments.,"- Implement the `news_api/search` with keywords such as ¡°football highlights¡± and ¡°top football plays this week¡± to get the latest news and events.
- Use the `video_search` API to find clips and highlights from recent football games mentioned in the news.
- Merge the content into a video compilation that showcases spectacular moments from the week¡¯s games, providing narration or subtitles summarizing the clips if necessary.",1,,,,,,,,,,,,,
89,comb9_group3.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",Research and present a brief analysis of the impact of artificial intelligence on healthcare in the last year.,"- Apply the `news_api/search` using keywords like ¡°artificial intelligence in healthcare¡± and select the filter for the past year to gather relevant articles.
- Leverage the `web_search` API for academic papers, white papers, or case studies to gain deeper insights.
- Summarize your findings that detail how AI integration is influencing different areas of healthcare, such as diagnostics, treatment personalization, and patient care.",0,,,,,,,,,,,,,
90,comb9_group3.txt,"bing/web_search
bing_search_apis/images_search
google_api/video_search
news_api/search",Create an educational piece on the latest advancements in renewable energy and their environmental benefits.,"- Use the `web_search` API to collect up-to-date information on the newest renewable energy technologies and recent advancements.
- Employ the `images_search` API to find diagrams, infographics, or visual representations of these technologies and their operation.
- Engage the `news_api/search` to source recent news articles discussing the environmental impacts and benefits of the latest advancements in renewable energy.
- Present the information as an article or a video to educate readers or viewers about the state-of-the-art in renewable energy and its positive effects on the environment.",1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
